,Acidity,Aroma,Flavor,Sweetness,altitude_mean_meters,Country,altitude_low_meters,altitude_high_meters,TotalCupPoints
1177,7.0,7.42,7.25,10.0,200.0,Cote d?Ivoire,200.0,200.0,79.33
1178,7.25,7.42,7.25,10.0,1200.0,Colombia,1200.0,1200.0,79.33
1179,7.33,7.0,7.0,10.0,950.0,Mexico,950.0,950.0,79.33
1180,7.17,7.42,7.17,10.0,750.0,Mexico,750.0,750.0,79.33
1182,7.25,7.08,6.83,10.0,850.0,Taiwan,850.0,850.0,79.25
1183,7.17,7.0,7.0,10.0,1000.0,Mexico,1000.0,1000.0,79.25
1184,7.42,7.33,7.42,9.33,1219.2,Guatemala,1219.2,1219.2,79.17
1185,6.92,7.58,7.0,10.0,1650.0,Honduras,1650.0,1650.0,79.17
1186,7.42,7.08,7.0,10.0,1320.0,Guatemala,1320.0,1320.0,79.17
1187,7.25,7.25,7.17,10.0,1550.0,Guatemala,1300.0,1800.0,79.17
1189,7.08,7.25,7.08,10.0,1550.0,Mexico,1550.0,1550.0,79.17
1190,7.08,7.17,6.92,10.0,1450.0,Mexico,1450.0,1450.0,79.17
1191,7.25,6.75,6.75,10.0,1200.0,Mexico,1200.0,1200.0,79.17
1192,7.42,7.58,7.67,8.67,1700.0,Guatemala,1700.0,1700.0,79.08
1193,7.33,7.42,7.08,10.0,853.44,United States (Puerto Rico),853.44,853.44,79.08
1194,7.25,7.33,7.0,10.0,1500.0,Mexico,1500.0,1500.0,79.08
1195,7.33,7.25,7.08,10.0,1100.0,Mexico,1100.0,1100.0,79.08
1196,7.17,7.17,7.25,10.0,1200.0,Mexico,1200.0,1200.0,79.08
1198,7.42,7.33,7.17,10.0,1219.2,Guatemala,1219.2,1219.2,79.0
1199,7.0,7.0,7.0,10.0,1350.0,Honduras,1350.0,1350.0,79.0
1200,7.25,7.67,7.17,9.33,1400.0,Peru,1400.0,1400.0,79.0
1201,7.25,6.75,7.08,10.0,1300.0,Mexico,1300.0,1300.0,79.0
1202,7.5,7.5,7.17,10.0,1550.0,Mexico,1550.0,1550.0,79.0
1203,7.25,7.17,6.83,10.0,12.0,Mexico,12.0,12.0,79.0
1204,7.08,7.33,7.0,10.0,1300.0,Mexico,1300.0,1300.0,78.92
1205,7.08,7.5,7.0,10.0,1400.0,Mexico,1400.0,1400.0,78.92
1206,7.0,7.17,7.0,10.0,1100.0,Nicaragua,1100.0,1100.0,78.83
1208,7.25,7.33,7.08,10.0,1310.64,Guatemala,1310.64,1310.64,78.75
1209,7.0,7.25,6.83,10.0,1320.0,Mexico,1320.0,1320.0,78.75
1210,7.25,7.25,7.33,10.0,1250.0,Mexico,1250.0,1250.0,78.75
1211,7.33,7.67,7.17,8.67,1350.0,Mexico,1350.0,1350.0,78.75
1212,7.17,7.0,6.92,9.33,1850.0,China,1850.0,1850.0,78.67
1213,7.25,6.92,6.92,10.0,1150.0,Mexico,1150.0,1150.0,78.67
1216,7.58,7.33,7.17,10.0,1219.2,Guatemala,1219.2,1219.2,78.58
1217,7.25,6.83,6.75,10.0,800.0,Taiwan,800.0,800.0,78.58
1218,7.33,7.0,7.0,10.0,1400.0,Mexico,1400.0,1400.0,78.58
1219,7.92,7.92,7.58,10.0,1300.0,Mexico,1300.0,1300.0,78.58
1221,6.92,7.25,6.75,10.0,1600.0,Mexico,1600.0,1600.0,78.5
1222,7.0,7.08,6.83,10.0,1400.0,Mexico,1400.0,1400.0,78.5
1223,6.83,7.25,7.17,10.0,1200.0,Mexico,1200.0,1200.0,78.5
1225,7.17,7.58,7.17,10.0,1500.0,Mexico,1500.0,1500.0,78.42
1227,7.0,7.17,6.5,10.0,1219.2,Guatemala,1219.2,1219.2,78.33
1228,7.17,7.17,7.17,10.0,1310.64,Guatemala,1310.64,1310.64,78.33
1229,7.5,7.25,7.25,10.0,1300.0,Mexico,1300.0,1300.0,78.33
1233,6.92,6.92,6.83,10.0,1300.0,Indonesia,1300.0,1300.0,78.17
1234,7.25,7.08,6.83,10.0,1050.0,Mexico,1050.0,1050.0,78.08
1235,7.17,7.5,7.08,10.0,650.0,Taiwan,650.0,650.0,78.0
1236,7.0,6.83,7.0,10.0,1350.0,Honduras,1350.0,1350.0,78.0
1238,7.33,7.42,7.25,9.33,1219.2,Guatemala,1219.2,1219.2,78.0
1239,7.08,7.33,7.17,9.33,1200.0,China,1200.0,1200.0,78.0
1240,7.17,7.0,6.83,10.0,1310.64,Guatemala,1310.64,1310.64,78.0
1241,7.0,7.25,7.33,8.0,850.0,Mexico,850.0,850.0,78.0
1243,7.0,7.5,7.25,10.0,1200.0,Costa Rica,1200.0,1200.0,77.92
1244,7.0,7.42,7.25,10.0,1248.0,Mexico,1248.0,1248.0,77.92
1246,7.17,7.42,7.0,10.0,1000.0,Nicaragua,1000.0,1000.0,77.83
1248,7.17,7.0,6.83,10.0,1310.64,Guatemala,1310.64,1310.64,77.83
1249,7.33,7.17,6.75,10.0,775.0,Taiwan,750.0,800.0,77.67
1251,6.75,7.17,6.75,10.0,1300.0,Mexico,1300.0,1300.0,77.5
1252,7.0,7.08,6.92,10.0,1310.64,Guatemala,1310.64,1310.64,77.42
1253,7.58,7.5,7.33,10.0,890.0,Brazil,890.0,890.0,77.33
1254,7.17,7.33,7.0,9.33,1219.2,Guatemala,1219.2,1219.2,77.33
1255,7.0,7.33,7.0,10.0,1500.0,Mexico,1500.0,1500.0,77.33
1256,6.75,6.83,6.83,10.0,825.0,Haiti,400.0,1250.0,77.25
1258,7.25,7.08,7.0,10.0,1200.0,Mexico,1200.0,1200.0,77.17
1259,7.67,7.42,7.75,9.33,1200.0,Peru,900.0,1500.0,77.0
1261,6.83,6.67,6.33,10.0,1200.0,Mexico,1200.0,1200.0,76.75
1263,7.0,7.17,6.58,10.0,1100.0,Mexico,1100.0,1100.0,76.42
1264,7.5,7.5,7.0,8.67,1310.64,Guatemala,1310.64,1310.64,76.33
1268,7.08,7.42,7.0,10.0,1400.0,Mexico,1400.0,1400.0,76.17
1269,6.08,7.33,7.0,9.33,3500.0,Indonesia,3500.0,3500.0,76.17
1270,7.17,7.08,6.83,10.0,1250.0,Mexico,1250.0,1250.0,76.08
1271,6.83,6.83,6.83,10.0,1350.0,Honduras,1350.0,1350.0,76.0
1272,6.92,6.83,6.5,9.33,1000.0,Philippines,1000.0,1000.0,75.83
1274,7.58,7.92,7.58,8.0,1310.64,Guatemala,1310.64,1310.64,75.58
1276,7.0,7.5,7.25,10.0,1100.0,Mexico,1100.0,1100.0,75.5
1277,6.83,7.17,6.92,10.0,1200.0,Mexico,1200.0,1200.0,75.17
1278,7.08,7.25,6.83,10.0,1100.0,Mexico,1100.0,1100.0,75.17
1279,7.17,7.17,7.17,10.0,1280.0,Mexico,1280.0,1280.0,75.17
1280,6.92,7.0,6.92,10.0,850.0,Mexico,850.0,850.0,75.0
1281,7.0,7.08,6.75,10.0,1500.0,Mexico,1500.0,1500.0,74.92
1282,7.25,7.33,6.75,10.0,1250.0,Mexico,1250.0,1250.0,74.83
1285,7.5,7.08,7.0,10.0,1700.0,Mexico,1700.0,1700.0,74.67
1287,7.5,6.5,6.33,8.67,1310.64,Guatemala,1310.64,1310.64,74.33
1288,6.83,7.0,6.58,10.0,1140.0,Mexico,1140.0,1140.0,74.33
1289,7.33,6.92,6.42,10.0,1200.0,Mexico,1200.0,1200.0,74.0
1290,7.58,7.67,7.0,10.0,1250.0,Mexico,1250.0,1250.0,73.83
1293,7.17,7.0,7.17,8.0,1350.0,Honduras,1350.0,1350.0,73.42
1294,7.08,7.08,7.08,8.0,1200.0,Mexico,1200.0,1200.0,72.92
1297,7.17,6.92,6.75,8.67,1020.0,Haiti,640.0,1400.0,72.33
1298,6.83,6.33,6.5,10.0,1200.0,Costa Rica,1200.0,1200.0,71.75
1299,6.92,6.92,6.92,10.0,800.0,Mexico,800.0,800.0,71.08
1300,7.17,6.5,6.67,10.0,1800.0,Mexico,1800.0,1800.0,71.0
1301,6.92,6.92,7.0,10.0,1000.0,Mexico,1000.0,1000.0,70.75
1303,6.67,6.67,6.5,8.0,1450.0,Honduras,1450.0,1450.0,69.33
1304,6.67,7.0,6.17,8.0,1450.0,Honduras,1450.0,1450.0,69.17
1305,6.5,7.0,6.33,8.0,1450.0,Honduras,1450.0,1450.0,69.17
1306,7.42,7.08,6.83,10.0,900.0,Mexico,900.0,900.0,68.33
1307,6.67,6.75,6.58,6.0,350.0,Haiti,350.0,350.0,67.92
1308,6.25,7.25,6.58,6.0,1100.0,Nicaragua,1100.0,1100.0,63.08
1309,7.67,7.5,6.67,1.33,1417.32,Guatemala,1417.32,1417.32,59.83
